ClassCode,ClassName,ProductCode,ProductName
231817,Maquinaria para cocinar o ahumar alimentos,23181704,Máquina para cocinar al vapor
231817,Maquinaria para cocinar o ahumar alimentos,23181705,Máquina para esterilizar alimentos
231818,Maquinaria industrial para elaboración de bebidas,23181801,Equipo y suministros para elaboración de café
231818,Maquinaria industrial para elaboración de bebidas,23181802,Maquinaria para elaboración de zumos
231818,Maquinaria industrial para elaboración de bebidas,23181803,Máquinas para hacer hielo
231818,Maquinaria industrial para elaboración de bebidas,23181804,Máquinas para hacer helados
231818,Maquinaria industrial para elaboración de bebidas,23181805,Partes y accesorios de máquinas para hacer hielo
231818,Maquinaria industrial para elaboración de bebidas,23181806,Esterilizador de bebidas
231910,Mezcladores por tandas,23191001,Mezcladora cambiadora 
231910,Mezcladores por tandas,23191002,Mezcladora de cuchilla helicoidal
231910,Mezcladores por tandas,23191003,Mezcladora con doble brazo amasador
231910,Mezcladores por tandas,23191004,Mezcladoras intensivas
231910,Mezcladores por tandas,23191005,Mezcladoras de rodillo
231910,Mezcladores por tandas,23191006,Mezcladora de arena
231911,Mezcladores continuos,23191101,Mezcladora de tornillo sencillo
231911,Mezcladores continuos,23191102,Mezcladora de tornillo doble
231912,Piezas de mezcladora y accesorios,23191201,Rastrillos de mezcladora
231912,Piezas de mezcladora y accesorios,23191202,Cuchillas de mezcladora
232010,Sistemas de contacto líquido gas,23201001,Columnas de placa
232010,Sistemas de contacto líquido gas,23201002,Columnas cargadas
232010,Sistemas de contacto líquido gas,23201003,Contacto de líquido disperso
232010,Sistemas de contacto líquido gas,23201004,Columna de pared mojada
232010,Sistemas de contacto líquido gas,23201005,Columnas de burbuja
232010,Sistemas de contacto líquido gas,23201006,Columna de destilación
232010,Sistemas de contacto líquido gas,23201007,Columna cargada de destilación
232010,Sistemas de contacto líquido gas,23201008,Bandeja de destilación
232011,Absorción e intercambio de iones,23201101,Recipiente absorbente
232011,Absorción e intercambio de iones,23201102,Recipiente absorbente a presión ambiental
232012,Equipo de secado industrial,23201201,Secadores atomizadores
232012,Equipo de secado industrial,23201202,Secadores de aire
232012,Equipo de secado industrial,23201203,Secadores de lecho fluido
232012,Equipo de secado industrial,23201204,Equipo para el secado de comida
232110,Maquinaria de ensamblaje electrónico y equipo de soporte,23211001,Colocadores de chips
232110,Maquinaria de ensamblaje electrónico y equipo de soporte,23211002,Maquinaria suministradora de pegamento
232110,Maquinaria de ensamblaje electrónico y equipo de soporte,23211003,Maquina de inserción de terminales
232111,Maquinaria de procesamiento y fabricación electrónica,23211101,Sistemas de procesamiento de semiconductores
232111,Maquinaria de procesamiento y fabricación electrónica,23211102,Máquina para hacer tarjetas de circuitos impresos
232111,Maquinaria de procesamiento y fabricación electrónica,23211103,Pegador de alambre al wafer
232111,Maquinaria de procesamiento y fabricación electrónica,23211104,Monitor de inspección de chip semiconductor
232111,Maquinaria de procesamiento y fabricación electrónica,23211105,Dispositivo para sellar porosidad o impregnación de vacío
232111,Maquinaria de procesamiento y fabricación electrónica,23211106,Implantador de iones
232210,Equipo y maquinaria del departamento de recepción,23221001,Sistema de descarga de jaulas
232210,Equipo y maquinaria del departamento de recepción,23221002,Lavador de jaulas
232211,Equipo y maquinaria del departamento de matanza y desplumamiento,23221101,Aturdidor
232211,Equipo y maquinaria del departamento de matanza y desplumamiento,23221102,Máquina desplumadora de pollos
232212,Equipo y maquinaria del departamento de eviscerado,23221201,Cortador de aves
232310,Descortezadoras y accesorios,23231001,Portaherramientas
232310,Descortezadoras y accesorios,23231002,Herramienta de carburo
232311,Sierras de cinta y accesorios,23231101,Rueda de sierra de cinta
232311,Sierras de cinta y accesorios,23231102,Guía de sierra
232312,Sierras circulares y accesorios,23231201,Espaciador de sierra
232312,Sierras circulares y accesorios,23231202,Eje de sierra
232313,Canteadoras,23231301,Rodillo alimentador
232313,Canteadoras,23231302,Rodillo de sujeción
232314,Sierras de recorte y accesorios,23231401,Guía de alineación de la madera
232314,Sierras de recorte y accesorios,23231402,Sierra cero
232315,Clasificadoras de maderos y accesorios,23231501,Barras portasierra
232315,Clasificadoras de maderos y accesorios,23231502,Eslinga de contenedor
232316,Apiladoras de maderos y accesorios,23231601,Soporte de reborde
232316,Apiladoras de maderos y accesorios,23231602,Rodillo de terminación
232317,Secaderos de madera y equipo y accesorios,23231701,Deflector
232318,Troceadoras de madera y accesorios,23231801,Fijador de cuchilla
232319,Cepilladoras y accesorios,23231901,Lecho base
232319,Cepilladoras y accesorios,23231902,Placa trasera
232319,Cepilladoras y accesorios,23231903,Guía refrigerada por agua
232320,Terminadoras de madera y accesorios,23232001,Porta cuchillas
232321,Sierras retestadoras y accesorios,23232101,Soporte guía ajustable
232322,Empalmadoras por entalladura múltiple y accesorios,23232201,Boquilla de pegamento
232414,Máquinas rectificadoras de metales,23241401,Rectificador de banco
232414,Máquinas rectificadoras de metales,23241402,Máquina de rectificar superficies
232414,Máquinas rectificadoras de metales,23241403,Maquina de rectificación interna
232414,Máquinas rectificadoras de metales,23241404,Maquina de rectificación externa
232414,Máquinas rectificadoras de metales,23241405,Maquina de rectificación sin centro
232414,Máquinas rectificadoras de metales,23241406,Maquina ultrasónica
232414,Máquinas rectificadoras de metales,23241407,Máquina de rectificación cilíndrica
232414,Máquinas rectificadoras de metales,23241408,Máquina de rectificación de cuchillo
232414,Máquinas rectificadoras de metales,23241409,Máquina de rectificación de perfil óptico
232414,Máquinas rectificadoras de metales,23241410,Máquina de rectificación de tornillo sinfín
232414,Máquinas rectificadoras de metales,23241411,Máquina pulidora
232415,Máquinas cortadoras de metales,23241501,Equipo de maquinado abrasivo a chorro
232415,Máquinas cortadoras de metales,23241502,Máquina electromecánica ecm
232415,Máquinas cortadoras de metales,23241503,Máquina de cortado con llama
232415,Máquinas cortadoras de metales,23241504,Herramienta de corte de engranajes
232415,Máquinas cortadoras de metales,23241505,Máquina láser para cortar
232415,Máquinas cortadoras de metales,23241506,Máquina de corte plasma
232415,Máquinas cortadoras de metales,23241507,Máquina de aserrado y corte
232415,Máquinas cortadoras de metales,23241508,Máquina de corte con chorro de agua
232415,Máquinas cortadoras de metales,23241509,Máquina de sierra de banda para metal
232415,Máquinas cortadoras de metales,23241510,Máquina cizalladora de metal
232415,Máquinas cortadoras de metales,23241511,Máquina para hacer roscas
232416,Herramientas cortadoras de metales,23241601,Herramienta perforador
232416,Herramientas cortadoras de metales,23241602,Punzón
232416,Herramientas cortadoras de metales,23241603,Máquina para avellanado
232416,Herramientas cortadoras de metales,23241605,Carburo de perforación
232416,Herramientas cortadoras de metales,23241606,Taladros de acero de alta velocidad
232416,Herramientas cortadoras de metales,23241608,Cortador de quemador 
232416,Herramientas cortadoras de metales,23241609,Cuchillos y biseles
232416,Herramientas cortadoras de metales,23241610,Cortador de tubos
232416,Herramientas cortadoras de metales,23241611,Escariador
232416,Herramientas cortadoras de metales,23241612,Cortador de formas
232416,Herramientas cortadoras de metales,23241613,Cortador de cepillado
232416,Herramientas cortadoras de metales,23241614,Fresadora sólida
232416,Herramientas cortadoras de metales,23241615,Grifos
232416,Herramientas cortadoras de metales,23241616,Cortador de cable o alambre
232416,Herramientas cortadoras de metales,23241617,Escariador de hoyos para pines
232416,Herramientas cortadoras de metales,23241618,Escariador alineador de hoyos
232416,Herramientas cortadoras de metales,23241619,Escariador de tubos
232416,Herramientas cortadoras de metales,23241620,Escariador de concha
232416,Herramientas cortadoras de metales,23241621,Cuchilla de sierra de varilla
232416,Herramientas cortadoras de metales,23241622,Cortador de ángulo sencillo
232416,Herramientas cortadoras de metales,23241623,Fresadora lateral
232416,Herramientas cortadoras de metales,23241624,Fresadora cilíndrica plana
232416,Herramientas cortadoras de metales,23241625,Fresadora de concha para extremos
232416,Herramientas cortadoras de metales,23241626,Cortador convexo
232416,Herramientas cortadoras de metales,23241627,Cortador cóncavo
232416,Herramientas cortadoras de metales,23241628,Cortador redondeador de esquinas
232416,Herramientas cortadoras de metales,23241629,Sierra para hacer ranuras en metal
232416,Herramientas cortadoras de metales,23241630,Cortador de ranuras en t
232416,Herramientas cortadoras de metales,23241631,Cortador de asiento woodruff
232416,Herramientas cortadoras de metales,23241632,Cortador de cola de milano
232416,Herramientas cortadoras de metales,23241633,Cortador conformador de engranajes
232416,Herramientas cortadoras de metales,23241634,Taladro largo
232416,Herramientas cortadoras de metales,23241635,Taladro de precisión
232416,Herramientas cortadoras de metales,23241636,Taladros de herrero
232416,Herramientas cortadoras de metales,23241637,Taladro de hoyo profundo
232416,Herramientas cortadoras de metales,23241638,Cortador de hoyos con punta de carburo
232416,Herramientas cortadoras de metales,23241639,Taladro de huso
232416,Herramientas cortadoras de metales,23241640,Taladro multi – pasos
232416,Herramientas cortadoras de metales,23241641,Taladro multi paso hex
232416,Herramientas cortadoras de metales,23241642,Roscadora de velocidad
232416,Herramientas cortadoras de metales,23241643,Escariador largo
232416,Herramientas cortadoras de metales,23241644,Láser de dióxido de carbono
232416,Herramientas cortadoras de metales,23241645,Escariador limador de precisión de agujeros
232416,Herramientas cortadoras de metales,23241646,Escariador ajustable
232416,Herramientas cortadoras de metales,23241647,Escariador cónico de agujero de precisión
232417,Máquinas rebabadoras de metales,23241701,Maquina de granallado
232417,Máquinas rebabadoras de metales,23241702,Máquina rebabadora de energía térmica 
232417,Máquinas rebabadoras de metales,23241703,Máquina de terminado vibradora o de barril
232418,Máquinas taladradoras de metales,23241801,Taladro radial o prensa de taladro 
232418,Máquinas taladradoras de metales,23241802,Taladro de segmentos
232418,Máquinas taladradoras de metales,23241803,Taladro de cañón
232418,Máquinas taladradoras de metales,23241804,Taladro controlado numéricamente
232418,Máquinas taladradoras de metales,23241805,Máquina de taladro de mesa rotativa
232418,Máquinas taladradoras de metales,23241806,Máquina de taladro de múltiples cabezas de huso
232418,Máquinas taladradoras de metales,23241807,Máquina de taladro de brazo radial
232418,Máquinas taladradoras de metales,23241808,Máquina de taladro de hoyo profundo
232418,Máquinas taladradoras de metales,23241809,Máquina de taladro de banco
232419,Máquinas perforadoras de metales,23241901,Máquina perforadora original
232419,Máquinas perforadoras de metales,23241902,Máquina perforadora con plantilla
232419,Máquinas perforadoras de metales,23241903,Máquinas para dar formas al metal
232419,Máquinas perforadoras de metales,23241904,Máquinas para dar formas internas al metal
232419,Máquinas perforadoras de metales,23241905,Máquinas para dar formas al metal en la superficie
232419,Máquinas perforadoras de metales,23241906,Máquina perforadora vertical
232421,Accesorios para máquinas de cortar metales,23242101,Cortadora de barras o varillas
232421,Accesorios para máquinas de cortar metales,23242102,Soporte de electrodos
232421,Accesorios para máquinas de cortar metales,23242103,Relieve de forma
232421,Accesorios para máquinas de cortar metales,23242104,Herramientas o brocas de formado
232421,Accesorios para máquinas de cortar metales,23242105,Inserto indexable
232421,Accesorios para máquinas de cortar metales,23242106,Cuerpos o soportes de herramientas indexables
232421,Accesorios para máquinas de cortar metales,23242107,Inserto de carburo
232421,Accesorios para máquinas de cortar metales,23242108,Inserto de cerámica
232421,Accesorios para máquinas de cortar metales,23242109,Inserto de diamante
232421,Accesorios para máquinas de cortar metales,23242110,Inserto de acero
232421,Accesorios para máquinas de cortar metales,23242111,Torreta de torno
232421,Accesorios para máquinas de cortar metales,23242112,Cuchilla de sierra de banda para cortar metal
232421,Accesorios para máquinas de cortar metales,23242113,Cuchilla de sierra circular para cortar metal
232421,Accesorios para máquinas de cortar metales,23242114,Soportes firmes
232421,Accesorios para máquinas de cortar metales,23242115,Tailstock
232421,Accesorios para máquinas de cortar metales,23242116,Anexo de máquina de enroscado
232421,Accesorios para máquinas de cortar metales,23242117,Anexo de máquina de hacer roscas
232421,Accesorios para máquinas de cortar metales,23242118,Herramienta de moleteado
232421,Accesorios para máquinas de cortar metales,23242119,Broca de torno
232421,Accesorios para máquinas de cortar metales,23242120,Base de tabla de máquina
232422,Máquinas para fabricación de engranajes,23242201,Generador de engranajes biselados
232422,Máquinas para fabricación de engranajes,23242202,Máquina talladora de engranajes
232422,Máquinas para fabricación de engranajes,23242203,Máquina para el perfeccionamiento de engranajes
232422,Máquinas para fabricación de engranajes,23242204,Máquinas de volteado de engranajes
232422,Máquinas para fabricación de engranajes,23242205,Máquina para dar forma a engranajes
232422,Máquinas para fabricación de engranajes,23242206,Máquina de cepillado
232422,Máquinas para fabricación de engranajes,23242207,Máquina pulidora de engranajes
232422,Máquinas para fabricación de engranajes,23242208,Máquina para biselar los dientes de engranajes
232423,Tornos y centros de torneado,23242301,Máquina  automática de barra
232423,Tornos y centros de torneado,23242302,Torno o máquina sujetadora automática
232423,Tornos y centros de torneado,23242303,Centro giratorio horizontal
232423,Tornos y centros de torneado,23242304,Torno para duplicar contornos o trazadora
232423,Tornos y centros de torneado,23242305,Torno de torreta
232423,Tornos y centros de torneado,23242306,Centro giratorio vertical
232423,Tornos y centros de torneado,23242307,Tornillo de avance
232423,Tornos y centros de torneado,23242308,Máquina centradora
232424,Centros de maquinado,23242401,Centro maquinado horizontal
232424,Centros de maquinado,23242402,Centro maquinado universal o multi - tarea
232424,Centros de maquinado,23242403,Centro maquinado vertical
232425,Máquinas para el fresado de metales,23242501,Máquina fresadora de lecho
232425,Máquinas para el fresado de metales,23242502,Máquina fresadora de puente
232425,Máquinas para el fresado de metales,23242503,Máquina fresadora de columna y rodilla
232425,Máquinas para el fresado de metales,23242504,Máquina fresadora de pórtico
232425,Máquinas para el fresado de metales,23242505,Máquina fresadora de perfilado y duplicación
232425,Máquinas para el fresado de metales,23242506,Máquina fresadora de columna desplazada
232425,Máquinas para el fresado de metales,23242507,Máquina fresadora universal
232425,Máquinas para el fresado de metales,23242508,Máquina fresadora de copia
232425,Máquinas para el fresado de metales,23242509,Máquina fresadora de torreta
232425,Máquinas para el fresado de metales,23242510,Máquina fresadora de estilo planeador
232425,Máquinas para el fresado de metales,23242511,Máquina fresadora de extremo
232426,Maquinas para el cortado de metales especializados o diversos,23242601,Máquina biseladora
232426,Maquinas para el cortado de metales especializados o diversos,23242602,Máquina de bruñido
232426,Maquinas para el cortado de metales especializados o diversos,23242603,Máquina para hacer chaflanes
232426,Maquinas para el cortado de metales especializados o diversos,23242604,Máquina para lapeado
232426,Maquinas para el cortado de metales especializados o diversos,23242605,Máquina pulidora de metal
232426,Maquinas para el cortado de metales especializados o diversos,23242606,Máquina de procesamiento en capas delgadas
232426,Maquinas para el cortado de metales especializados o diversos,23242607,Máquina de súper  - terminado
232426,Maquinas para el cortado de metales especializados o diversos,23242608,Preseteador de herramientas
232426,Maquinas para el cortado de metales especializados o diversos,23242609,Máquina para perfeccionado
232426,Maquinas para el cortado de metales especializados o diversos,23242610,Maquina de dimensionamiento de hoyos de diamante
232426,Maquinas para el cortado de metales especializados o diversos,23242611,Máquina para hacer bordes
232426,Maquinas para el cortado de metales especializados o diversos,23242612,Máquina para grabado de metales
232426,Maquinas para el cortado de metales especializados o diversos,23242613,Máquina para hacer tornillos hembra
232426,Maquinas para el cortado de metales especializados o diversos,23242614,Máquina para hacer llavería
232426,Maquinas para el cortado de metales especializados o diversos,23242615,Máquina para hacer surcos en metal
232427,Maquinaria para molinos de tubos,23242701,Máquina para hacer componentes tubulares doblados
232427,Maquinaria para molinos de tubos,23242702,Máquina para hacer componentes tubulares soldados
232515,Maquinaria para tubulares doblados,23251501,Freno de prensa hidráulica
232515,Maquinaria para tubulares doblados,23251502,Freno de prensa manual
232515,Maquinaria para tubulares doblados,23251503,Máquina para el doblado de metal
232515,Maquinaria para tubulares doblados,23251504,Doblador de tangentes
232515,Maquinaria para tubulares doblados,23251505,Máquina dobladora de tubos
232515,Maquinaria para tubulares doblados,23251506,Terminador de puntas de tubos
232515,Maquinaria para tubulares doblados,23251507,Doblador de alas
232515,Maquinaria para tubulares doblados,23251508,Máquina dobladora de barras de acero
232515,Maquinaria para tubulares doblados,23251509,Máquina para reducir diámetro de alambres
232516,Máquinas para enrollado de metales,23251601,Máquina enrolladora de hebras
232516,Máquinas para enrollado de metales,23251602,Máquina para el formado de láminas metálicas
232516,Máquinas para enrollado de metales,23251603,Prensa de rodillos
232517,Máquinas de forjado,23251701,Prensa de forja de cizalla
232517,Máquinas de forjado,23251702,Prensa de forja de impresión y troquel cerrado
232517,Máquinas de forjado,23251703,Prensa de forja de troquel abierto
232517,Máquinas de forjado,23251704,Máquinas de forjado radial
232517,Máquinas de forjado,23251705,Máquina de forjado rollo
232517,Máquinas de forjado,23251706,Rebabas giratorias
232517,Máquinas de forjado,23251707,Prensa de recortado
232517,Máquinas de forjado,23251708,Máquina de forjado de alta velocidad
232517,Máquinas de forjado,23251709,Máquina de forjado de martillo de aire
232517,Máquinas de forjado,23251710,Máquina de forjado de martillo de resorte
232517,Máquinas de forjado,23251711,Máquina de forjado de martillo a vapor
232517,Máquinas de forjado,23251712,Máquina de forjado de martillo de caída
232517,Máquinas de forjado,23251713,Máquina de forjado de terminaciones prensadas
232517,Máquinas de forjado,23251714,Forja de compresión o prensa de manivela
232518,Troqueles y herramientas para el formado de metales,23251801,Troquel de doblado
232518,Troqueles y herramientas para el formado de metales,23251802,Troquel de corte
232518,Troqueles y herramientas para el formado de metales,23251803,Troquel de fundición a presión
232518,Troqueles y herramientas para el formado de metales,23251804,Troquel de terminado de bordes
232518,Troqueles y herramientas para el formado de metales,23251805,Troquel de forja
232518,Troqueles y herramientas para el formado de metales,23251806,Troquel de extrusión de metal
232518,Troqueles y herramientas para el formado de metales,23251807,Sello de metal
232518,Troqueles y herramientas para el formado de metales,23251808,Mandril para el doblado de tubos
232518,Troqueles y herramientas para el formado de metales,23251809,Troquel giratorio
232518,Troqueles y herramientas para el formado de metales,23251810,Troquel de estampado
232518,Troqueles y herramientas para el formado de metales,23251811,Troquel de regla de acero
232518,Troqueles y herramientas para el formado de metales,23251812,Troquel de roscado
232518,Troqueles y herramientas para el formado de metales,23251813,Troquel de cableado
232518,Troqueles y herramientas para el formado de metales,23251814,Troquel de dibujo
232519,Maquinaria y equipo para la fabricación de contenedores de metal,23251901,Alimentador de láminas de metal
232615,Máquinas para prototipos rápidos,23261501,Máquina de modelado  por deposición con fusible fdm
232615,Máquinas para prototipos rápidos,23261502,Máquina de método de chorro de tinta
232615,Máquinas para prototipos rápidos,23261503,Máquina para la manufactura de objeto laminado
232615,Máquinas para prototipos rápidos,23261504,Máquina láser para la formación de polvo
232615,Máquinas para prototipos rápidos,23261505,Máquina láser selectiva de sinterización
232615,Máquinas para prototipos rápidos,23261506,Máquina de estero – litografía
232615,Máquinas para prototipos rápidos,23261507,Máquina impresora tridimensional
232714,Máquinas soldadoras,23271401,Máquina para soldadura arco sumergida
232714,Máquinas soldadoras,23271402,Máquina de soldadura ultrasónica
232714,Máquinas soldadoras,23271403,Máquina de soldadura de proyección
232714,Máquinas soldadoras,23271404,Máquina de soldadura arco plasma
232714,Máquinas soldadoras,23271405,Máquina de soldadura láser
232714,Máquinas soldadoras,23271406,Máquina de soldadura aislada
232714,Máquinas soldadoras,23271407,Máquina de soldadura de gas inerte de tungsteno
232714,Máquinas soldadoras,23271408,Máquina de soldadura de gas inerte de metal
232714,Máquinas soldadoras,23271409,Máquina de soldadura de barra o soldadura arco metálico protegida
232714,Máquinas soldadoras,23271410,Rectificador de soldadura
232714,Máquinas soldadoras,23271411,Soldadura plástica
232714,Máquinas soldadoras,23271412,Soldadura termita
232714,Máquinas soldadoras,23271413,Máquina de soldadura de rayo electrón ebw
232714,Máquinas soldadoras,23271414,Máquina de soldadura electro escoria esw
232714,Máquinas soldadoras,23271415,Máquina de soldadura de contacto o presión fría
232714,Máquinas soldadoras,23271416,Máquina de soldadura de fricción fw
232714,Máquinas soldadoras,23271417,Máquina de soldadura con estaño
232714,Máquinas soldadoras,23271418,Máquina de soldadura por junta eléctrica
232714,Máquinas soldadoras,23271419,Soldadura con recalado
232714,Máquinas soldadoras,23271420,Soldadura de cordón
232714,Máquinas soldadoras,23271421,Soldadura de cuchilla de sierra de banda
232714,Máquinas soldadoras,23271422,Soldadura de montantes o soldadura arco de montantes
232714,Máquinas soldadoras,23271423,Soldadura de arco de corriente alterna ac
232714,Máquinas soldadoras,23271424,Soldadura de arco de corriente directa dc
232715,Maquinaria de soldadura fuerte,23271501,Máquina de soldadura fuerte para hornos
232715,Maquinaria de soldadura fuerte,23271502,Máquina de soldadura fuerte por inducción
232716,Maquinaria de soldadura débil,23271601,Máquina de soldadura débil para hornos
232716,Maquinaria de soldadura débil,23271602,Máquina de soldadura por inducción
232716,Maquinaria de soldadura débil,23271603,Hierro de soldadura débil
232716,Maquinaria de soldadura débil,23271604,Máquina de soldadura de onda
232716,Maquinaria de soldadura débil,23271605,Horno de reflujo
232716,Maquinaria de soldadura débil,23271606,Máquina de soldadura débil selectiva
232716,Maquinaria de soldadura débil,23271607,Máquina automática de soldadura débil
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271701,Soplete
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271702,Soplete grande
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271703,Anillo de soldadura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271704,Pistola para des – soldar
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271705,Bomba para des – soldar
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271706,Punta para des – soldar
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271707,Aparato para soldar o soldar fuerte o cortar  gas
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271708,Barra indicadora de temperatura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271709,Generador de soldadura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271710,Lima limpiadora de soldadura o soldadura fuerte
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271711,Punta de soldadura o corte
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271712,Kit de soldadura  o soldadura débil
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271713,Manipulador y posicionador de soldadura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271714,Pantalla de soldadura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271715,Cuchilla perfiladora de punta de soldadura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271716,Accesorios de perfilación de punta de soldadura
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271717,Supresor de retorno
232717,"Accesorios para soldar, soldadura fuerte y soldadura débil",23271718,Protector para soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271801,Espray anti – salpicaduras
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271802,Fundente de soldadura fuerte
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271803,Desoldador de trenza
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271804,Varilla de soldadura fuerte o soldadura de gas
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271805,Polvo de hierro
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271806,Cautín
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271807,Fluido de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271808,Fundente de soldadura débil
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271809,Pinta de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271810,Electrodo de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271811,Fundente de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271812,Barra de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271813,Alambre de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271814,Electrodo de corte
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271815,Barra de cautín
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271816,Pasta de cautín
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271817,Polvo de cautín
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271818,Alambre de cautín
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271819,Fundente de unión de metal
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271820,Estabilizador de humedad de electrodo de soldadura
232718,"Suministros para soldar, soldadura fuerte y soldadura débil",23271821,Soplete de soldadura
232815,Máquinas para recubrir o platear,23281501,Máquina anodizdora
232815,Máquinas para recubrir o platear,23281502,Máquina de baño electrolítico
232815,Máquinas para recubrir o platear,23281503,Máquina de rociado térmico
232815,Máquinas para recubrir o platear,23281504,Máquina de plateado de barril
232816,Máquinas para tratamiento de calor,23281601,Máquina de inducción de calentamiento
232816,Máquinas para tratamiento de calor,23281602,Máquina de enfriamiento rápido
232816,Máquinas para tratamiento de calor,23281603,Horno para endurecimiento durante tratamiento de calor
232817,Máquinas para tratamiento mecánico de superficie,23281701,Máquina de revestimiento
232817,Máquinas para tratamiento mecánico de superficie,23281702,Máquina de perdigonado
232817,Máquinas para tratamiento mecánico de superficie,23281703,Máquina de arena (sand blast)
232817,Máquinas para tratamiento mecánico de superficie,23281704,Máquina de electro descarga para endurecimiento de superficies
232818,Accesorios y herramientas para el tratamiento de metal,23281801,Parrilla de galvanoplastia
232818,Accesorios y herramientas para el tratamiento de metal,23281802,Parrilla de deposición de calor físico
232819,Maquinaria y suministros para la limpieza del metal,23281901,Limpiador electroquímico de metal
232819,Maquinaria y suministros para la limpieza del metal,23281902,Limpiador químico de metal
232819,Maquinaria y suministros para la limpieza del metal,23281903,Limpiador de metal mecánico o ultrasónico
232819,Maquinaria y suministros para la limpieza del metal,23281904,Equipo de lavado y limpiado acuoso
232819,Maquinaria y suministros para la limpieza del metal,23281905,Equipo de desengrase térmico
232915,Herramientas de perforación industrial,23291501,Taladro soldado
232915,Herramientas de perforación industrial,23291502,Taladro de parte superior o frontal intercambiable
232915,Herramientas de perforación industrial,23291503,Taladro de inserto indexable
232915,Herramientas de perforación industrial,23291504,Molino de parte superior o frontal intercambiable
232916,Herramientas de molienda industrial,23291601,Inserto de molienda
232917,Herramientas de escariado industrial,23291701,Cuchilla de escariador
232917,Herramientas de escariado industrial,23291702,Escariador soldado
232917,Herramientas de escariado industrial,23291703,Escariador sólido
232917,Herramientas de escariado industrial,23291704,Escariador indexable
232918,Herramientas de roscado industrial,23291801,Soporte de roscado axial
232918,Herramientas de roscado industrial,23291802,Soporte de roscado externo
232918,Herramientas de roscado industrial,23291803,Soporte de roscado interno
232918,Herramientas de roscado industrial,23291804,Inserto de roscado
232919,Herramientas de barrenado industrial,23291901,Cabeza de perforación
232919,Herramientas de barrenado industrial,23291902,Herramienta de perforación burda
233015,"Maquinaria, equipos y accesorios para el trabajo de alambre",23301501,Equipo para cortado de cable y alambre y ensamble de terminales
241015,Camiones industriales,24101501,Carretas
241015,Camiones industriales,24101502,Vehículos de transporte a grane
241015,Camiones industriales,24101503,Vehículo dolly
241015,Camiones industriales,24101504,Carretones de mano o accesorios
241015,Camiones industriales,24101505,Camiones de pallets
241015,Camiones industriales,24101506,Carretas de empujar
241015,Camiones industriales,24101507,Carretillas
241015,Camiones industriales,24101508,Plataformas rodantes
241015,Camiones industriales,24101509,Vagones
241015,Camiones industriales,24101510,Contenedor de basura plástico
241015,Camiones industriales,24101511,Trolleys de estante
241015,Camiones industriales,24101512,Bugies eléctricos
241015,Camiones industriales,24101513,Remolcador
241015,Camiones industriales,24101514,Camión plataforma
241015,Camiones industriales,24101515,Camión pórtico
241015,Camiones industriales,24101516,Plataforma auto propulsada
241015,Camiones industriales,24101517,Tractor de remolque eléctrico
241016,Equipo de izaje y accesorios,24101601,Ascensores
241016,Equipo de izaje y accesorios,24101602,Montacargas
241016,Equipo de izaje y accesorios,24101603,Elevadores forklift
241016,Equipo de izaje y accesorios,24101604,Elevadores
